date|state|state_name|deaths|deaths_inc|cases|cases_inc
2020-03-05|MI|Michigan||0|100.0|26
2020-03-06|MI|Michigan||0|140.0|40
2020-03-07|MI|Michigan||0|188.0|48
2020-03-08|MI|Michigan||0|251.0|63
2020-03-09|MI|Michigan||0|372.0|121
2020-03-10|MI|Michigan|0.0|0|528.0|156
2020-03-11|MI|Michigan|0.0|0|727.0|199
2020-03-12|MI|Michigan|1.0|1|997.0|270
2020-03-13|MI|Michigan|1.0|0|1361.0|364
2020-03-14|MI|Michigan|1.0|0|1728.0|367
2020-03-15|MI|Michigan|1.0|0|2188.0|460
2020-03-16|MI|Michigan|2.0|1|2895.0|707
2020-03-17|MI|Michigan|2.0|0|3659.0|764
2020-03-18|MI|Michigan|5.0|3|4531.0|872
2020-03-19|MI|Michigan|10.0|5|5276.0|745
2020-03-20|MI|Michigan|13.0|3|6219.0|943
2020-03-21|MI|Michigan|23.0|10|7023.0|804
2020-03-22|MI|Michigan|36.0|13|7822.0|799
2020-03-23|MI|Michigan|57.0|21|9062.0|1240
2020-03-24|MI|Michigan|86.0|29|10155.0|1093
2020-03-25|MI|Michigan|111.0|25|11335.0|1180
2020-03-26|MI|Michigan|159.0|48|12475.0|1140
2020-03-27|MI|Michigan|212.0|53|13799.0|1324
2020-03-28|MI|Michigan|283.0|71|14865.0|1066
2020-03-29|MI|Michigan|351.0|68|15784.0|919
2020-03-30|MI|Michigan|437.0|86|17363.0|1579
2020-03-31|MI|Michigan|551.0|114|18654.0|1291
2020-04-01|MI|Michigan|676.0|125|20246.0|1592
2020-04-02|MI|Michigan|801.0|125|21376.0|1130
2020-04-03|MI|Michigan|918.0|117|22579.0|1203
2020-04-04|MI|Michigan|1030.0|112|23581.0|1002
2020-04-05|MI|Michigan|1150.0|120|24458.0|877
2020-04-06|MI|Michigan|1291.0|141|25785.0|1327
2020-04-07|MI|Michigan|1449.0|158|26964.0|1179
2020-04-08|MI|Michigan|1600.0|151|28064.0|1100
2020-04-09|MI|Michigan|1756.0|156|29096.0|1032
2020-04-10|MI|Michigan|1917.0|161|30172.0|1076
2020-04-11|MI|Michigan|2081.0|164|30980.0|808
2020-04-12|MI|Michigan|2249.0|168|31666.0|686
2020-04-13|MI|Michigan|2391.0|142|32702.0|1036
2020-04-14|MI|Michigan|2532.0|141|33613.0|911
2020-04-15|MI|Michigan|2672.0|140|34533.0|920
2020-04-16|MI|Michigan|2841.0|169|35455.0|922
2020-04-17|MI|Michigan|2984.0|143|36320.0|865
2020-04-18|MI|Michigan|3107.0|123|37029.0|709
2020-04-19|MI|Michigan|3236.0|129|37557.0|528
2020-04-20|MI|Michigan|3347.0|111|38494.0|937
2020-04-21|MI|Michigan|3471.0|124|39589.0|1095
2020-04-22|MI|Michigan|3602.0|131|40705.0|1116
2020-04-23|MI|Michigan|3711.0|109|41694.0|989
2020-04-24|MI|Michigan|3818.0|107|42730.0|1036
2020-04-25|MI|Michigan|3929.0|111|43263.0|533
2020-04-26|MI|Michigan|4036.0|107|43789.0|526
2020-04-27|MI|Michigan|4148.0|112|44709.0|920
2020-04-28|MI|Michigan|4247.0|99|45538.0|829
2020-04-29|MI|Michigan|4335.0|88|46488.0|950
2020-04-30|MI|Michigan|4434.0|99|47505.0|1017
2020-05-01|MI|Michigan|4520.0|86|48240.0|735
2020-05-02|MI|Michigan|4579.0|59|48672.0|432
2020-05-03|MI|Michigan|4641.0|62|49029.0|357
2020-05-04|MI|Michigan|4722.0|81|49809.0|780
2020-05-05|MI|Michigan|4781.0|59|50497.0|688
2020-05-06|MI|Michigan|4839.0|58|51131.0|634
2020-05-07|MI|Michigan|4925.0|86|51731.0|600
2020-05-08|MI|Michigan|4987.0|62|52349.0|618
2020-05-09|MI|Michigan|5036.0|49|52732.0|383
2020-05-10|MI|Michigan|5081.0|45|53033.0|301
2020-05-11|MI|Michigan|5139.0|58|54004.0|971
2020-05-12|MI|Michigan|5188.0|49|55641.0|1637
2020-05-13|MI|Michigan|5232.0|44|56458.0|817
2020-05-14|MI|Michigan|5278.0|46|57036.0|578
2020-05-15|MI|Michigan|5325.0|47|57687.0|651
2020-05-16|MI|Michigan|5357.0|32|58023.0|336
2020-05-17|MI|Michigan|5396.0|39|58278.0|255
2020-05-18|MI|Michigan|5427.0|31|58812.0|534
2020-05-19|MI|Michigan|5470.0|43|59576.0|764
2020-05-20|MI|Michigan|5514.0|44|60151.0|575
2020-05-21|MI|Michigan|5555.0|41|60610.0|459
2020-05-22|MI|Michigan|5586.0|31|61075.0|465
2020-05-23|MI|Michigan|5612.0|26|61293.0|218
2020-05-24|MI|Michigan|5640.0|28|61457.0|164
2020-05-25|MI|Michigan|5678.0|38|61632.0|175
2020-05-26|MI|Michigan|5703.0|25|62075.0|443
2020-05-27|MI|Michigan|5727.0|24|62461.0|386
2020-05-28|MI|Michigan|5751.0|24|62797.0|336
2020-05-29|MI|Michigan|5778.0|27|63116.0|319
2020-05-30|MI|Michigan|5802.0|24|63321.0|205
2020-05-31|MI|Michigan|5818.0|16|63568.0|247
2020-06-01|MI|Michigan|5843.0|25|63813.0|245
2020-06-02|MI|Michigan|5869.0|26|64103.0|290
2020-06-03|MI|Michigan|5884.0|15|64382.0|279
2020-06-04|MI|Michigan|5901.0|17|64616.0|234
2020-06-05|MI|Michigan|5909.0|8|64821.0|205
2020-06-06|MI|Michigan|5916.0|7|64914.0|93
2020-06-07|MI|Michigan|5927.0|11|64969.0|55
2020-06-08|MI|Michigan|5942.0|15|65104.0|135
2020-06-09|MI|Michigan|5951.0|9|65167.0|63
2020-06-10|MI|Michigan|5952.0|1|65182.0|15
2020-06-11|MI|Michigan|5985.0|33|65449.0|267
2020-06-12|MI|Michigan|5990.0|5|65672.0|223
2020-06-13|MI|Michigan|6013.0|23|65836.0|164
2020-06-14|MI|Michigan|6016.0|3|66054.0|218
2020-06-15|MI|Michigan|6017.0|1|66085.0|31
2020-06-16|MI|Michigan|6034.0|17|66269.0|184
2020-06-17|MI|Michigan|6036.0|2|66497.0|228
2020-06-18|MI|Michigan|6061.0|25|66798.0|301
2020-06-19|MI|Michigan|6067.0|6|67097.0|299
2020-06-20|MI|Michigan|6087.0|20|67545.0|448
2020-06-21|MI|Michigan|6090.0|3|67711.0|166
2020-06-22|MI|Michigan|6097.0|7|67957.0|246
2020-06-23|MI|Michigan|6109.0|12|68197.0|240
2020-06-24|MI|Michigan|6114.0|5|68555.0|358
2020-06-25|MI|Michigan|6133.0|19|68989.0|434
2020-06-26|MI|Michigan|6134.0|1|69329.0|340
2020-06-27|MI|Michigan|6153.0|19|69679.0|350
2020-06-28|MI|Michigan|6158.0|5|69946.0|267
2020-06-29|MI|Michigan|6161.0|3|70223.0|277
2020-06-30|MI|Michigan|6193.0|32|70728.0|505
2020-07-01|MI|Michigan|6198.0|5|71089.0|361
2020-07-02|MI|Michigan|6212.0|14|71678.0|589
2020-07-03|MI|Michigan|6215.0|3|72175.0|497
2020-07-04|MI|Michigan|6218.0|3|72581.0|406
2020-07-05|MI|Michigan|6218.0|0|72941.0|360
2020-07-06|MI|Michigan|6221.0|3|73269.0|328
2020-07-07|MI|Michigan|6251.0|30|73900.0|631
2020-07-08|MI|Michigan|6262.0|11|74551.0|651
2020-07-09|MI|Michigan|6271.0|9|75063.0|512
2020-07-10|MI|Michigan|6285.0|14|75685.0|622
2020-07-11|MI|Michigan|6313.0|28|76370.0|685
2020-07-12|MI|Michigan|6314.0|1|76776.0|406
2020-07-13|MI|Michigan|6321.0|7|77198.0|422
2020-07-14|MI|Michigan|6326.0|5|77864.0|666
2020-07-15|MI|Michigan|6330.0|4|78913.0|1049
2020-07-16|MI|Michigan|6348.0|18|79839.0|926
2020-07-17|MI|Michigan|6355.0|7|80593.0|754
2020-07-18|MI|Michigan|6364.0|9|81338.0|745
2020-07-19|MI|Michigan|6366.0|2|81868.0|530
2020-07-20|MI|Michigan|6373.0|7|82395.0|527
2020-07-21|MI|Michigan|6382.0|9|83059.0|664
2020-07-22|MI|Michigan|6388.0|6|83730.0|671
2020-07-23|MI|Michigan|6395.0|7|84431.0|701
2020-07-24|MI|Michigan|6400.0|5|85072.0|641
2020-07-25|MI|Michigan|6400.0|0|85072.0|0
2020-07-26|MI|Michigan|6400.0|0|86661.0|1589
2020-07-27|MI|Michigan|6405.0|5|87173.0|512
2020-07-28|MI|Michigan|6421.0|16|87958.0|785
2020-07-29|MI|Michigan|6422.0|1|88974.0|1016
2020-07-30|MI|Michigan|6443.0|21|89781.0|807
2020-07-31|MI|Michigan|6450.0|7|90574.0|793
2020-08-01|MI|Michigan|6457.0|7|91332.0|758
2020-08-02|MI|Michigan|6457.0|0|91761.0|429
2020-08-03|MI|Michigan|6463.0|6|92374.0|613
2020-08-04|MI|Michigan|6471.0|8|93175.0|801
2020-08-05|MI|Michigan|6478.0|7|93893.0|718
2020-08-06|MI|Michigan|6506.0|28|94656.0|763
2020-08-07|MI|Michigan|6524.0|18|95470.0|814
2020-08-08|MI|Michigan|6520.0|-4|96191.0|721
2020-08-09|MI|Michigan|6519.0|-1|96726.0|535
2020-08-10|MI|Michigan|6526.0|7|97306.0|580
2020-08-11|MI|Michigan|6533.0|7|98213.0|907
2020-08-12|MI|Michigan|6539.0|6|98689.0|476
2020-08-13|MI|Michigan|6555.0|16|99856.0|1167
2020-08-14|MI|Michigan|6566.0|11|100724.0|868
2020-08-15|MI|Michigan|6586.0|20|101782.0|1058
2020-08-16|MI|Michigan|6592.0|6|102259.0|477
2020-08-17|MI|Michigan|6592.0|0|102749.0|490
2020-08-18|MI|Michigan|6608.0|16|103403.0|654
2020-08-19|MI|Michigan|6618.0|10|104091.0|688
2020-08-20|MI|Michigan|6634.0|16|104618.0|527
2020-08-21|MI|Michigan|6634.0|0|104618.0|0
2020-08-22|MI|Michigan|6655.0|21|106044.0|1426
2020-08-23|MI|Michigan|6659.0|4|106808.0|764
2020-08-24|MI|Michigan|6663.0|4|107686.0|878
2020-08-25|MI|Michigan|6684.0|21|108637.0|951
2020-08-26|MI|Michigan|6690.0|6|109480.0|843
2020-08-27|MI|Michigan|6706.0|16|110343.0|863
2020-08-28|MI|Michigan|6712.0|6|111136.0|793
2020-08-29|MI|Michigan|6712.0|0|111136.0|0
2020-08-30|MI|Michigan|6748.0|36|112526.0|1390
2020-08-31|MI|Michigan|6753.0|5|113025.0|499
2020-09-01|MI|Michigan|6767.0|14|113820.0|795
2020-09-02|MI|Michigan|6781.0|14|114468.0|648
2020-09-03|MI|Michigan|6791.0|10|115242.0|774
2020-09-04|MI|Michigan|6798.0|7|116295.0|1053
2020-09-05|MI|Michigan|6806.0|8|117191.0|896
2020-09-06|MI|Michigan|6806.0|0|117191.0|0
2020-09-07|MI|Michigan|6810.0|4|118403.0|1212
2020-09-08|MI|Michigan|6811.0|1|118902.0|499
2020-09-09|MI|Michigan|6887.0|76|119863.0|961
2020-09-10|MI|Michigan|6894.0|7|120846.0|983
2020-09-11|MI|Michigan|6900.0|6|122251.0|1405
2020-09-12|MI|Michigan|6911.0|11|123058.0|807
2020-09-13|MI|Michigan|6911.0|0|123058.0|0
2020-09-14|MI|Michigan|6921.0|10|124287.0|1229
2020-09-15|MI|Michigan|6932.0|11|124969.0|682
2020-09-16|MI|Michigan|6943.0|11|125742.0|773
2020-09-17|MI|Michigan|6955.0|12|126722.0|980
2020-09-18|MI|Michigan|6954.0|-1|127500.0|778
2020-09-19|MI|Michigan|6969.0|15|128087.0|587
2020-09-20|MI|Michigan|6969.0|0|128087.0|0
2020-09-21|MI|Michigan|6981.0|12|129662.0|1575
2020-09-22|MI|Michigan|6997.0|16|130357.0|695
2020-09-23|MI|Michigan|7013.0|16|131259.0|902
2020-09-24|MI|Michigan|7019.0|6|132337.0|1078
2020-09-25|MI|Michigan|7027.0|8|133377.0|1040
2020-09-26|MI|Michigan|7044.0|17|134373.0|996
2020-09-27|MI|Michigan|7044.0|0|134373.0|0
2020-09-28|MI|Michigan|7051.0|7|135702.0|1329
2020-09-29|MI|Michigan|7072.0|21|136820.0|1118
2020-09-30|MI|Michigan|7083.0|11|138014.0|1194
2020-10-01|MI|Michigan|7102.0|19|139012.0|998
2020-10-02|MI|Michigan|7110.0|8|139996.0|984
2020-10-03|MI|Michigan|7124.0|14|141271.0|1275
2020-10-04|MI|Michigan|7124.0|0|141271.0|0
2020-10-05|MI|Michigan|7139.0|15|142726.0|1455
2020-10-06|MI|Michigan|7161.0|22|143878.0|1152
2020-10-07|MI|Michigan|7169.0|8|145092.0|1214
2020-10-08|MI|Michigan|7193.0|24|146493.0|1401
2020-10-09|MI|Michigan|7200.0|7|147816.0|1323
2020-10-10|MI|Michigan|7219.0|19|149464.0|1648
2020-10-11|MI|Michigan|7219.0|0|149464.0|0
2020-10-12|MI|Michigan|7225.0|6|151396.0|1932
2020-10-13|MI|Michigan|7255.0|30|152862.0|1466
2020-10-14|MI|Michigan|7268.0|13|154455.0|1593
2020-10-15|MI|Michigan|7302.0|34|156913.0|2458
2020-10-16|MI|Michigan|7317.0|15|159119.0|2206
2020-10-17|MI|Michigan|7317.0|0|159119.0|0
2020-10-18|MI|Michigan|7317.0|0|159119.0|0
2020-10-19|MI|Michigan|7363.0|46|164123.0|5004
2020-10-20|MI|Michigan|7383.0|20|165994.0|1871
2020-10-21|MI|Michigan|7418.0|35|167872.0|1878
2020-10-22|MI|Michigan|7464.0|46|170076.0|2204
2020-10-23|MI|Michigan|7484.0|20|172122.0|2046
2020-10-24|MI|Michigan|7522.0|38|175612.0|3490
2020-10-25|MI|Michigan|7522.0|0|175612.0|0
2020-10-26|MI|Michigan|7552.0|30|179669.0|4057
2020-10-27|MI|Michigan|7585.0|33|182344.0|2675
2020-10-28|MI|Michigan|7606.0|21|185934.0|3590
2020-10-29|MI|Michigan|7653.0|47|190043.0|4109
2020-10-30|MI|Michigan|7665.0|12|193388.0|3345
2020-10-31|MI|Michigan|7699.0|34|197406.0|4018
2020-11-01|MI|Michigan|7699.0|0|197406.0|0
2020-11-02|MI|Michigan|7716.0|17|204326.0|6920
2020-11-03|MI|Michigan|7761.0|45|207763.0|3437
2020-11-04|MI|Michigan|7782.0|21|212160.0|4397
2020-11-05|MI|Michigan|7833.0|51|218263.0|6103
2020-11-06|MI|Michigan|7880.0|47|222509.0|4246
2020-11-07|MI|Michigan|7945.0|65|229003.0|6494
2020-11-08|MI|Michigan|7945.0|0|229003.0|0
2020-11-09|MI|Michigan|8008.0|63|238308.0|9305
2020-11-10|MI|Michigan|8094.0|86|245252.0|6944
2020-11-11|MI|Michigan|8136.0|42|251872.0|6620
2020-11-12|MI|Michigan|8185.0|49|259183.0|7311
2020-11-13|MI|Michigan|8308.0|123|268362.0|9179
2020-11-14|MI|Michigan|8376.0|68|275792.0|7430
2020-11-15|MI|Michigan|8376.0|0|275792.0|0
2020-11-16|MI|Michigan|8431.0|55|288954.0|13162
2020-11-17|MI|Michigan|8511.0|80|296840.0|7886
2020-11-18|MI|Michigan|8573.0|62|303058.0|6218
2020-11-19|MI|Michigan|8717.0|144|311041.0|7983
2020-11-20|MI|Michigan|8774.0|57|321181.0|10140
2020-11-21|MI|Michigan|8875.0|101|329021.0|7840
2020-11-22|MI|Michigan|8875.0|0|329021.0|0
2020-11-23|MI|Michigan|8940.0|65|340964.0|11943
2020-11-24|MI|Michigan|9094.0|154|347746.0|6782
2020-11-25|MI|Michigan|9170.0|76|352433.0|4687
2020-11-26|MI|Michigan|9170.0|0|352433.0|0
2020-11-27|MI|Michigan|9357.0|187|369801.0|17368
2020-11-28|MI|Michigan|9467.0|110|378152.0|8351
2020-11-29|MI|Michigan|9467.0|0|378152.0|0
2020-11-30|MI|Michigan|9564.0|97|388942.0|10790
2020-12-01|MI|Michigan|9759.0|195|395453.0|6511
2020-12-02|MI|Michigan|9842.0|83|402886.0|7433
2020-12-03|MI|Michigan|10035.0|193|410843.0|7957
2020-12-04|MI|Michigan|10117.0|82|420268.0|9425
2020-12-05|MI|Michigan|10321.0|204|426576.0|6308
2020-12-06|MI|Michigan|10321.0|0|426576.0|0
2020-12-07|MI|Michigan|10422.0|101|436400.0|9824
2020-12-08|MI|Michigan|10625.0|203|443076.0|6676
2020-12-09|MI|Michigan|10706.0|81|448418.0|5342
2020-12-10|MI|Michigan|10900.0|194|454720.0|6302
2020-12-11|MI|Michigan|10965.0|65|460346.0|5626
2020-12-12|MI|Michigan|11195.0|230|465159.0|4813
2020-12-13|MI|Michigan|11195.0|0|465159.0|0
2020-12-14|MI|Michigan|11289.0|94|472780.0|7621
2020-12-15|MI|Michigan|11495.0|206|478171.0|5391
2020-12-16|MI|Michigan|11588.0|93|482815.0|4644
2020-12-17|MI|Michigan|11801.0|213|487356.0|4541
2020-12-18|MI|Michigan|11868.0|67|491875.0|4519
2020-12-19|MI|Michigan|12074.0|206|496056.0|4181
2020-12-20|MI|Michigan|12074.0|0|496056.0|0
2020-12-21|MI|Michigan|12153.0|79|501115.0|5059
2020-12-22|MI|Michigan|12342.0|189|504629.0|3514
2020-12-23|MI|Michigan|12415.0|73|508449.0|3820
2020-12-24|MI|Michigan|12415.0|0|508449.0|0
2020-12-25|MI|Michigan|12415.0|0|508449.0|0
2020-12-26|MI|Michigan|12690.0|275|516326.0|7877
2020-12-27|MI|Michigan|12690.0|0|516326.0|0
2020-12-28|MI|Michigan|12754.0|64|519876.0|3550
2020-12-29|MI|Michigan|12966.0|212|523839.0|3963
2020-12-30|MI|Michigan|13018.0|52|528621.0|4782
2020-12-31|MI|Michigan|13018.0|0|528621.0|0
2021-01-01|MI|Michigan|13018.0|0|528621.0|0
2021-01-02|MI|Michigan|13306.0|288|538121.0|9500
2021-01-03|MI|Michigan|13306.0|0|538121.0|0
2021-01-04|MI|Michigan|13391.0|85|543611.0|5490
2021-01-05|MI|Michigan|13608.0|217|546642.0|3031
2021-01-06|MI|Michigan|13667.0|59|551498.0|4856
2021-01-07|MI|Michigan|13873.0|206|555747.0|4249
2021-01-08|MI|Michigan|13913.0|40|559655.0|3908
2021-01-09|MI|Michigan|14145.0|232|562553.0|2898
2021-01-10|MI|Michigan|14145.0|0|562553.0|0
2021-01-11|MI|Michigan|14192.0|47|567682.0|5129
2021-01-12|MI|Michigan|14296.0|104|570150.0|2468
2021-01-13|MI|Michigan|14336.0|40|573278.0|3128
2021-01-14|MI|Michigan|14511.0|175|576573.0|3295
2021-01-15|MI|Michigan|14550.0|39|579574.0|3001
2021-01-16|MI|Michigan|14669.0|119|581785.0|2211
2021-01-17|MI|Michigan|14669.0|0|581785.0|0
2021-01-18|MI|Michigan|14686.0|17|585128.0|3343
2021-01-19|MI|Michigan|14735.0|49|587448.0|2320
2021-01-20|MI|Michigan|14770.0|35|589869.0|2421
2021-01-21|MI|Michigan|14933.0|163|592382.0|2513
2021-01-22|MI|Michigan|14951.0|18|594920.0|2538
2021-01-23|MI|Michigan|15181.0|230|596746.0|1826
2021-01-24|MI|Michigan|15181.0|0|596746.0|0
2021-01-25|MI|Michigan|15219.0|38|600093.0|3347
2021-01-26|MI|Michigan|15305.0|86|602168.0|2075
2021-01-27|MI|Michigan|15314.0|9|604233.0|2065
2021-01-28|MI|Michigan|15402.0|88|606488.0|2255
2021-01-29|MI|Michigan|15410.0|8|608627.0|2139
2021-01-30|MI|Michigan|15525.0|115|610138.0|1511
2021-01-31|MI|Michigan|15525.0|0|610138.0|0
2021-02-01|MI|Michigan|15536.0|11|612710.0|2572
2021-02-02|MI|Michigan|15609.0|73|614143.0|1433
2021-02-03|MI|Michigan|15644.0|35|615860.0|1717
2021-02-04|MI|Michigan|15725.0|81|617745.0|1885
2021-02-05|MI|Michigan|15750.0|25|619499.0|1754
2021-02-06|MI|Michigan|15854.0|104|620685.0|1186
2021-02-07|MI|Michigan|15854.0|0|620685.0|0
2021-02-08|MI|Michigan|15863.0|9|622813.0|2128
2021-02-09|MI|Michigan|15925.0|62|623731.0|918
2021-02-10|MI|Michigan|15939.0|14|624970.0|1239
2021-02-11|MI|Michigan|16019.0|80|626477.0|1507
2021-02-12|MI|Michigan|16027.0|8|628012.0|1535
2021-02-13|MI|Michigan|16119.0|92|628956.0|944
2021-02-14|MI|Michigan|16119.0|0|628956.0|0
2021-02-15|MI|Michigan|16130.0|11|630408.0|1452
2021-02-16|MI|Michigan|16149.0|19|631532.0|1124
2021-02-17|MI|Michigan|16160.0|11|632772.0|1240
2021-02-18|MI|Michigan|16251.0|91|633973.0|1201
2021-02-19|MI|Michigan|16274.0|23|635446.0|1473
2021-02-20|MI|Michigan|16342.0|68|636269.0|823
2021-02-21|MI|Michigan|16342.0|0|636269.0|0
2021-02-22|MI|Michigan|16343.0|1|637928.0|1659
2021-02-23|MI|Michigan|16380.0|37|639712.0|1784
2021-02-24|MI|Michigan|16389.0|9|641270.0|1558
2021-02-25|MI|Michigan|16436.0|47|642868.0|1598
2021-02-26|MI|Michigan|16438.0|2|644125.0|1257
2021-02-27|MI|Michigan|16508.0|70|645550.0|1425
2021-02-28|MI|Michigan|16508.0|0|645550.0|0
2021-03-01|MI|Michigan|16519.0|11|647415.0|1865
2021-03-02|MI|Michigan|16544.0|25|649057.0|1642
2021-03-03|MI|Michigan|16550.0|6|650762.0|1705
2021-03-04|MI|Michigan|16589.0|39|652589.0|1827
2021-03-05|MI|Michigan|16601.0|12|654380.0|1791
2021-03-06|MI|Michigan|16658.0|57|656072.0|1692
2021-03-07|MI|Michigan|16658.0|0|656072.0|0
2020-03-06|MN|Minnesota||0|1.0|0
2020-03-07|MN|Minnesota||0|2.0|1
2020-03-08|MN|Minnesota||0|2.0|0
2020-03-09|MN|Minnesota||0|5.0|3
2020-03-10|MN|Minnesota||0|11.0|6
2020-03-11|MN|Minnesota||0|21.0|10
2020-03-12|MN|Minnesota||0|43.0|22
2020-03-13|MN|Minnesota||0|62.0|19
2020-03-14|MN|Minnesota||0|90.0|28
2020-03-15|MN|Minnesota||0|128.0|38
2020-03-16|MN|Minnesota||0|179.0|51
2020-03-17|MN|Minnesota||0|246.0|67
2020-03-18|MN|Minnesota||0|269.0|23
2020-03-19|MN|Minnesota||0|287.0|18
2020-03-20|MN|Minnesota||0|303.0|16
2020-03-21|MN|Minnesota|1.0|1|327.0|24
2020-03-22|MN|Minnesota|1.0|0|349.0|22
2020-03-23|MN|Minnesota|1.0|0|393.0|44
2020-03-24|MN|Minnesota|1.0|0|444.0|51
2020-03-25|MN|Minnesota|1.0|0|502.0|58
2020-03-26|MN|Minnesota|2.0|1|565.0|63
2020-03-27|MN|Minnesota|4.0|2|640.0|75
2020-03-28|MN|Minnesota|5.0|1|687.0|47
2020-03-29|MN|Minnesota|9.0|4|725.0|38
2020-03-30|MN|Minnesota|10.0|1|823.0|98
2020-03-31|MN|Minnesota|12.0|2|916.0|93
2020-04-01|MN|Minnesota|17.0|5|973.0|57
2020-04-02|MN|Minnesota|18.0|1|1056.0|83
2020-04-03|MN|Minnesota|22.0|4|1119.0|63
2020-04-04|MN|Minnesota|24.0|2|1158.0|39
2020-04-05|MN|Minnesota|29.0|5|1217.0|59
2020-04-06|MN|Minnesota|30.0|1|1330.0|113
2020-04-07|MN|Minnesota|34.0|4|1432.0|102
2020-04-08|MN|Minnesota|39.0|5|1534.0|102
2020-04-09|MN|Minnesota|50.0|11|1637.0|103
2020-04-10|MN|Minnesota|57.0|7|1732.0|95
2020-04-11|MN|Minnesota|64.0|7|1806.0|74
2020-04-12|MN|Minnesota|70.0|6|1864.0|58
2020-04-13|MN|Minnesota|70.0|0|2012.0|148
2020-04-14|MN|Minnesota|79.0|9|2165.0|153
2020-04-15|MN|Minnesota|87.0|8|2321.0|156
2020-04-16|MN|Minnesota|94.0|7|2486.0|165
2020-04-17|MN|Minnesota|111.0|17|2668.0|182
2020-04-18|MN|Minnesota|121.0|10|2788.0|120
2020-04-19|MN|Minnesota|134.0|13|2914.0|126
2020-04-20|MN|Minnesota|143.0|9|3190.0|276
2020-04-21|MN|Minnesota|160.0|17|3452.0|262
2020-04-22|MN|Minnesota|179.0|19|3758.0|306
2020-04-23|MN|Minnesota|200.0|21|4270.0|512
2020-04-24|MN|Minnesota|221.0|21|4788.0|518
2020-04-25|MN|Minnesota|244.0|23|5127.0|339
2020-04-26|MN|Minnesota|272.0|28|5512.0|385
2020-04-27|MN|Minnesota|286.0|14|6187.0|675
2020-04-28|MN|Minnesota|301.0|15|6788.0|601
2020-04-29|MN|Minnesota|319.0|18|7468.0|680
2020-04-30|MN|Minnesota|343.0|24|8116.0|648
2020-05-01|MN|Minnesota|371.0|28|8736.0|620
2020-05-02|MN|Minnesota|395.0|24|9071.0|335
2020-05-03|MN|Minnesota|419.0|24|9411.0|340
2020-05-04|MN|Minnesota|428.0|9|10235.0|824
2020-05-05|MN|Minnesota|455.0|27|10876.0|641
2020-05-06|MN|Minnesota|485.0|30|11510.0|634
2020-05-07|MN|Minnesota|508.0|23|12328.0|818
2020-05-08|MN|Minnesota|534.0|26|13040.0|712
2020-05-09|MN|Minnesota|558.0|24|13321.0|281
2020-05-10|MN|Minnesota|578.0|20|13552.0|231
2020-05-11|MN|Minnesota|591.0|13|14379.0|827
2020-05-12|MN|Minnesota|614.0|23|15043.0|664
2020-05-13|MN|Minnesota|638.0|24|15772.0|729
2020-05-14|MN|Minnesota|663.0|25|16565.0|793
2020-05-15|MN|Minnesota|692.0|29|17363.0|798
2020-05-16|MN|Minnesota|709.0|17|17705.0|342
2020-05-17|MN|Minnesota|731.0|22|18016.0|311
2020-05-18|MN|Minnesota|740.0|9|18987.0|971
2020-05-19|MN|Minnesota|757.0|17|19842.0|855
2020-05-20|MN|Minnesota|786.0|29|20609.0|767
2020-05-21|MN|Minnesota|818.0|32|21582.0|973
2020-05-22|MN|Minnesota|851.0|33|22374.0|792
2020-05-23|MN|Minnesota|861.0|10|22765.0|391
2020-05-24|MN|Minnesota|878.0|17|23121.0|356
2020-05-25|MN|Minnesota|890.0|12|23524.0|403
2020-05-26|MN|Minnesota|908.0|18|24308.0|784
2020-05-27|MN|Minnesota|942.0|34|24988.0|680
2020-05-28|MN|Minnesota|977.0|35|25559.0|571
2020-05-29|MN|Minnesota|1006.0|29|26013.0|454
2020-05-30|MN|Minnesota|1036.0|30|26181.0|168
2020-05-31|MN|Minnesota|1050.0|14|26322.0|141
2020-06-01|MN|Minnesota|1060.0|10|26897.0|575
2020-06-02|MN|Minnesota|1082.0|22|27376.0|479
2020-06-03|MN|Minnesota|1097.0|15|27889.0|513
2020-06-04|MN|Minnesota|1126.0|29|28290.0|401
2020-06-05|MN|Minnesota|1159.0|33|28688.0|398
2020-06-06|MN|Minnesota|1181.0|22|28853.0|165
2020-06-07|MN|Minnesota|1197.0|16|28988.0|135
2020-06-08|MN|Minnesota|1208.0|11|29436.0|448
2020-06-09|MN|Minnesota|1228.0|20|29866.0|430
2020-06-10|MN|Minnesota|1267.0|39|30199.0|333
2020-06-11|MN|Minnesota|1280.0|13|30418.0|219
2020-06-12|MN|Minnesota|1305.0|25|30463.0|45
2020-06-13|MN|Minnesota|1314.0|9|30465.0|2
2020-06-14|MN|Minnesota|1329.0|15|30471.0|6
2020-06-15|MN|Minnesota|1335.0|6|30693.0|222
2020-06-16|MN|Minnesota|1344.0|9|30882.0|189
2020-06-17|MN|Minnesota|1357.0|13|31296.0|414
2020-06-18|MN|Minnesota|1376.0|19|31675.0|379
2020-06-19|MN|Minnesota|1393.0|17|32031.0|356
2020-06-20|MN|Minnesota|1404.0|11|32467.0|436
2020-06-21|MN|Minnesota|1412.0|8|32920.0|453
2020-06-22|MN|Minnesota|1416.0|4|33227.0|307
2020-06-23|MN|Minnesota|1425.0|9|33469.0|242
2020-06-24|MN|Minnesota|1432.0|7|33763.0|294
2020-06-25|MN|Minnesota|1441.0|9|34123.0|360
